Annotation of K4/K36 DHMSs for 18795 RefSeq genes. Expression data retrieved from in Mikkelson et.al. (2007),,,,,,,,,
,,,,,,,,,
RefSeq ID,symbol,chrom,txStart,txEnd,strand,K4 DHMS,K36 DHMS,expression in ESC,expression in NPC
NM_182745,1700028K03Rik,chr6,127038520,127047027,+,None,None,NA,NA
NM_026188,1700028P14Rik,chr3,58664586,58681473,+,None,None,9.312686624,9.115729276
NM_025585,1700029F12Rik,chr17,36719094,36720033,-,None,None,NA,NA
NM_025856,1700029G01Rik,chr11,41974902,42026353,-,ES,None,16.67479004,15.97590518
NM_001080781,1700029H14Rik,chr8,41102270,41141495,-,None,None,NA,NA
NM_027285,1700029I01Rik,chr5,122470353,122502913,+,None,None,NA,NA
NM_183282,1700029I08Rik,chr2,142309785,142592905,-,None,None,4.623038524,4.612141421
NM_183112,1700029I15Rik,chr3,103187345,103196974,+,None,None,4.668598213,4.633644908
NM_001033148,1700029J07Rik,chr8,97068355,97069453,+,None,None,7.093903999,6.825719881
NM_025503,1700029P11Rik,chr19,30298953,30305678,+,None,None,NA,NA
NM_028180,1700030F18Rik,chr19,6335038,6340883,+,None,None,4.668820844,4.632705732
NM_027103,1700030J22Rik,chr12,84899249,84907415,+,ES,None,4.183063222,4.153514353
NM_028170,1700030K09Rik,chr12,84877637,84883621,+,ES,None,164.3908827,153.859073
NM_183096,1700031F13Rik,chr8,97061746,97062696,+,None,None,NA,NA
NM_030097,1700034E13Rik,chr2,66476150,66585749,-,None,None,6.475438335,6.387657587
NM_025969,1700034H14Rik,chr2,66280918,66435791,-,None,ES,390.3556691,1073.660263
NM_028494,1700034I23Rik,chr4,134594108,134625212,-,None,None,NA,NA
NM_028499,1700034K16Rik,chr5,104539598,104551767,+,None,None,5.727900645,5.640885181
NM_029671,1700034O15Rik,chr7,119552071,119576038,+,None,None,6.179094942,6.030222038
NM_148940,1700036D21Rik,chr9,50520467,50524900,+,None,None,6.008879978,5.974913805
NM_028484,1700037C18Rik,chr2,166496792,166589256,+,None,None,45.89028764,40.21998549
NM_026091,1700037H04Rik,chr3,109909160,110271281,-,None,None,286.5069283,121.0438314
NM_001033176,1700039E15Rik,chr7,140027423,140028376,+,None,None,4.037067466,4.008681852
NM_028505,1700040I03Rik,chr7,28602015,28671040,-,None,None,NA,NA
NM_028491,1700040L02Rik,chr14,115808271,116862324,+,None,None,5.06619782,4.995416807
NM_029286,1700041C02Rik,chr5,108909677,108924856,+,None,None,16.17009677,15.74998613
NM_001099295,1700042G07Rik,chr5,31529860,31567695,-,None,None,NA,NA
NM_173431,1700047E16Rik,chr8,97041872,97043260,+,None,None,NA,NA
NM_028527,1700047I17Rik,chr17,29947112,30303181,-,None,None,NA,NA
NM_001100116,1700047I17Rik2,chr17,33984866,33993723,+,None,None,NA,NA
NM_028538,1700049G17Rik,chr7,140053131,140054088,-,None,None,NA,NA
NM_028525,1700049K14Rik,chr18,12899196,13084889,-,None,None,6.5444367,6.45510582
NM_024261,1700052N19Rik,chr14,121046614,121050954,-,None,None,NA,NA
NM_028536,1700054N08Rik,chr12,84941898,84949310,+,ES,ES,5.343230999,5.022691992
NM_026096,1700054O13Rik,chrX,130094818,130097776,-,None,None,5.787723885,5.700691928
NM_199455,1700055M20Rik,chr8,97026332,97028160,+,None,None,6.026797905,5.897092327
NM_001033184,1700057G04Rik,chr9,35537720,35539783,-,None,None,6.619945288,6.547236638
NM_028540,1700057K13Rik,chr13,46680493,46686745,+,None,None,7.993918402,7.954527651
NM_028528,1700058C13Rik,chr3,37596534,37611139,-,None,None,4.614313137,4.57403466
NM_198224,1700060E18Rik,chr3,87835024,87854880,-,None,None,NA,NA
NM_030141,1700061G19Rik,chr10,7357705,7369067,+,ES,None,5.435525677,5.399264586
NM_183272,1700063I17Rik,chr7,140174020,140174949,+,None,None,NA,NA
NM_028533,1700065D16Rik,chr9,47914059,48151463,+,None,None,5.51014386,5.429614494
NM_026099,1700065I17Rik,chr2,73113490,73138646,+,None,None,9.960235345,8.897088051
NM_028543,1700065O13Rik,chr2,109081576,109142583,+,None,None,213.9593603,269.1885557
NM_001033168,1700066B19Rik,chr2,164115452,164134393,-,None,None,3.924384893,3.897954154
NM_029714,1700067C01Rik,chr7,140187183,140188100,+,None,None,NA,NA
NM_183097,1700067K01Rik,chr12,84928126,84934471,+,ES,None,17.07857612,4.357980132
NM_026625,1700067P10Rik,chr2,152982869,153023655,+,None,None,3.995813607,3.972890618
NM_001033765,1700071K01Rik,chr15,79501509,79515074,-,None,None,5.494427251,5.419120254
NM_028554,1700072E05Rik,chrX,96808274,96821211,+,None,None,4.53181243,4.452024089
NM_028550,1700074P13Rik,chr7,133721544,134063440,-,None,None,NA,NA
NM_028562,1700080E11Rik,chr9,99119318,99167882,-,None,None,4.709591476,4.656264044
NM_028560,1700081D17Rik,chr18,39899470,39902055,+,None,None,6.32818073,6.181746184
NM_001081045,1700081L11Rik,chr15,74531817,74536577,-,None,None,298.5980545,239.1938411
NM_001033185,1700084C01Rik,chr13,38013520,38039944,-,None,None,NA,NA
NM_138581,1700088E04Rik,chr19,45803571,45836602,-,None,None,7.888519732,18.28123122
NM_026105,1700093K21Rik,chr15,101452062,101456222,-,None,None,5.327822253,5.239282628
NM_024279,1700094C09Rik,chr8,73834975,73846514,+,None,None,7.333746763,7.471246483
NM_028568,1700094E07Rik,chrX,89539364,89551072,+,None,None,4.070023083,4.040539434
NM_028855,1700095G12Rik,chr15,101582386,101591471,-,None,None,NA,NA
NM_001085514,1700101E01Rik,chr11,29722394,29725668,-,ES,None,NA,NA
NM_053216,1700102P08Rik,chr12,84578310,84624946,+,ES,None,7.154410724,6.683512867
NM_028576,1700106N22Rik,chr2,49441322,49596786,+,None,None,42.79720007,42.7575597
NM_001040399,1700108L22Rik,chr4,33537603,33561953,+,None,None,NA,NA
NM_027699,1700108M19Rik,chr17,33962402,33977115,+,None,None,5.552677917,5.469860622
NM_001013609,1700108N07Rik,chr8,123983916,123994295,-,None,None,NA,NA
NM_029843,1700109H08Rik,chr6,126981160,126990337,+,None,None,6.940729561,6.878430571
NM_029680,1700110M21Rik,chr18,35724640,35743159,+,None,None,NA,NA
NM_177765,1700111A04Rik,chr7,140503300,140504237,+,None,None,4.414758927,4.343711611
NM_183103,1700112C13Rik,chr9,122654297,122685029,+,None,None,4.266174319,4.210742322
NM_026865,1700113I22Rik,chr15,99053009,99070851,+,None,None,16.03161135,322.084613
NM_026627,1700113O17Rik,chr3,94518793,94522020,-,None,None,NA,NA
NM_001033980,1700120B06Rik,chr8,42048976,42133609,-,None,None,NA,NA
NM_029687,1700123D08Rik,chr11,89206312,89235038,-,ES,None,6.625687397,6.314228973
NM_029693,1700123K08Rik,chr6,146535080,146556368,+,None,None,NA,NA
NM_021437,1700123O20Rik,chr18,4375589,4397326,+,None,None,659.9977882,1392.953515
NM_001085491,1700125D06Rik,chr11,42149859,42164474,-,ES,None,NA,NA
NM_029831,1700127D06Rik,chr7,140224005,140224928,-,None,None,3.706279689,3.662838225
NM_177894,1700129I04Rik,chr7,140251450,140252364,-,None,None,6.743014933,6.565428881
NM_030106,1700129I15Rik,chrX,159782205,159803205,+,None,None,6.995172059,6.702024296
NM_025443,1810003N24Rik,chr15,79310971,79332496,-,None,None,NA,NA
NM_172701,1810007P19Rik,chr5,122811118,122875135,-,None,None,33.05838692,38.37632276
NM_001082532,1810008A14Rik,chr12,71893297,71913526,+,ES,None,NA,NA
NM_133998,1810008A18Rik,chr14,117019504,117047938,+,None,None,221.5230671,211.9657976
NM_026109,1810008K16Rik,chr6,85982824,85986629,+,None,None,NA,NA
NM_026938,1810008O21Rik,chr11,114979430,114997268,+,ES,None,NA,NA
NM_025463,1810009A15Rik,chr3,7486498,7536921,+,None,None,4643.846916,2894.781123
NM_023707,1810009J06Rik,chr7,139830260,139843808,-,None,None,NA,NA
NM_025462,1810009K13Rik,chr2,181287239,181294768,-,None,None,337.6946116,403.348807
NM_197989,1810009O10Rik,chr15,72339376,72373535,-,None,None,472.7188829,472.7329695
NM_026918,1810010M01Rik,chr7,140270162,140271091,-,None,None,8.794512162,8.629456087
NM_026931,1810011O10Rik,chr1,159295258,159325410,+,NP,None,30.59127108,1822.348847
NM_025456,1810011O16Rik,chr17,34140932,34155696,-,None,None,NA,NA
NM_001076681,1810012P15Rik,chr15,65824845,66115893,-,None,None,30.91887227,19.64918998
NM_194348,1810013C15Rik,chr3,40990825,41034685,+,None,None,43.1498938,36.17483981
NM_001081400,1810013L24Rik,chr2,91454046,91473157,+,None,None,NA,NA
NM_026928,1810014F10Rik,chr11,82933039,82938854,+,ES,None,NA,NA
NM_026940,1810015A11Rik,chr10,79320099,79325312,+,ES,None,285.4068695,3.266654132
NM_001034851,1810015C04Rik,chr10,51922033,52008690,+,ES,None,414.4261071,6.272771453
NM_021502,1810017G16Rik,chr8,46568026,46587323,+,None,None,NA,NA
NM_001083916,1810019J16Rik,chr11,42263179,42476014,+,ES,None,24.9622031,4.796394912
NM_183251,1810020D17Rik,chr7,140317522,140318483,+,None,None,328.382088,1266.241702
NM_025461,1810020G14Rik,chr17,47063270,47074675,-,None,None,5.510388743,5.491356684
NM_025464,1810021J13Rik,chr9,108064058,108121837,-,None,None,196.9191743,171.8518803
NM_026947,1810022C23Rik,chr1,74724722,74737380,+,ES,None,3.991073038,3.936640621
NM_001099674,1810022K09Rik,chr4,106409401,106547625,+,None,None,NA,NA
NM_145449,1810023F06Rik,chr17,47914001,47917068,-,None,None,NA,NA
NM_178619,1810026J23Rik,chr9,108427994,108430874,+,None,None,440.2556834,795.5409871
NM_026982,1810027O10Rik,chr15,34781969,34786926,+,None,None,1976.207222,3813.2317
NM_025465,1810029B16Rik,chr8,42489730,42632543,-,None,None,28.40755204,12.24068001
NM_025470,1810030J14Rik,chr13,3837002,3837917,+,None,None,NA,NA
NM_025471,1810030N24Rik,chr5,78424020,78482816,-,None,None,NA,NA
NM_175141,1810030O07Rik,chrX,91672917,91680848,-,None,None,508.1475956,378.5513191
NM_026977,1810031K17Rik,chr13,3837141,3853975,+,None,None,96.87147418,205.6474056
NM_026985,1810033B17Rik,chr8,125319693,125329480,-,None,None,4.493399997,4.445578825
NM_026983,1810033M07Rik,chr7,66718684,67031575,+,None,None,5.457902304,5.35856963
NM_023397,1810034K20Rik,chr18,80209022,80281423,+,None,None,361.7777721,380.7719545
NM_026958,1810035L17Rik,chr17,34470663,34490103,-,None,None,NA,NA
NM_025467,1810036H07Rik,chr7,26941772,26966709,+,None,None,NA,NA
NM_025473,1810037C20Rik,chrX,159842007,159883857,+,None,None,72.206015,91.66979998
NM_024461,1810037I17Rik,chr4,154548923,154577582,+,None,None,NA,NA
NM_025604,1810042K04Rik,chr6,54507184,54522706,-,None,None,396.160759,446.8916713
NM_026431,1810043G02Rik,chr14,33649227,34410207,+,None,None,15.62487225,16.75853352
NM_180662,1810044A24Rik,chr19,32551765,32581350,+,None,None,65.96122421,65.96122421
NM_025559,1810046J19Rik,chr15,44936357,44944901,-,None,None,911.7753867,890.1892273
NM_138668,1810047C23Rik,chr8,74201702,74289701,+,None,None,650.7564144,864.0317598
NM_026327,1810048J11Rik,chr17,26171072,26173913,+,None,None,321.0652801,136.3558541
NM_001039394,1810048P08Rik,chr11,29030750,29061828,+,ES,None,NA,NA
NM_025560,1810049H13Rik,chr15,78255882,78266558,+,None,None,87.55073073,57.39061869
NM_001003405,1810049H19Rik,chr7,110418845,110420996,+,None,None,NA,NA
NM_027238,1810054D07Rik,chr5,89595160,89602362,-,None,ES,395.9260042,7.362090885
NM_029377,1810054G18Rik,chr7,140343959,140344896,+,None,None,NA,NA
NM_026437,1810055E12Rik,chr3,62426705,62550150,+,None,None,NA,NA
NM_028077,1810055G02Rik,chr3,117567603,117681484,+,None,None,NA,NA
NM_026325,1810059G22Rik,chr3,109068139,109088830,+,None,None,398.6933784,272.0160002
NM_174987,1810063B05Rik,chr8,15057629,15133517,+,None,None,NA,NA
NM_001033151,1810064F22Rik,chr9,65956272,66070246,+,None,None,NA,NA
NM_027239,1810065E05Rik,chr15,79343722,79354993,+,None,None,4.025469235,4.007184389
NM_026342,1810073G14Rik,chr15,68758088,68923185,+,None,None,607.5819099,359.4213082
NM_001081074,1810073H04Rik,chr3,146583644,146588703,-,None,None,4.325223791,4.286094739
NM_024249,1810073N04Rik,chr15,90762149,90877578,-,None,None,377.1284424,445.0968702
NM_026194,1810074P20Rik,chr5,30343947,30350755,+,None,None,391.9893294,270.1543677
NM_001013022,2010001J22Rik,chr10,96912054,96947839,+,ES,None,6.640047797,6.640047797
NM_027222,2010001M09Rik,chr2,151264072,151281438,+,None,None,4.295374005,4.257832057
NM_053217,2010002M12Rik,chr3,95368347,95381565,+,None,None,9.59695832,9.329563132
NM_134133,2010002N04Rik,chr10,62714417,62734374,-,ES,None,54.85622014,4.02662216
NM_001081310,2010003H20Rik,chr3,145055985,145091271,+,None,None,NA,NA
NM_027236,2010003J03Rik,chr3,64720791,64932672,-,None,None,1020.161575,1659.420373
NM_027237,2010003K11Rik,chr3,95845277,95904358,-,None,None,6.016185721,5.941032511
NM_029645,2010003O18Rik,chr6,128395725,128404250,-,None,None,41.86422692,97.46792976
NM_029646,2010004A03Rik,chr8,24325083,24408807,+,None,None,NA,NA
NM_029733,2010005H15Rik,chr2,113632332,113649500,-,None,None,NA,NA
NM_001077661,2010005J08Rik,chr15,76487895,76495449,+,None,None,34.19231392,77.8301784
NM_027242,2010007H12Rik,chr6,56761669,56808935,+,None,None,148.1915487,112.8468805
NM_028076,2010008E23Rik,chr15,38239002,38245296,-,None,None,NA,NA
NM_025912,2010011I20Rik,chr11,119419084,119715681,+,ES,None,75.44150939,23.37241523
NM_025564,2010012C16Rik,chr7,78926995,78988611,+,None,None,680.0260846,1009.194476
NM_025563,2010012O05Rik,chr3,30835344,30863269,+,None,None,108.0757659,227.6844082
NM_177674,2010015L04Rik,chr5,28402153,28409448,+,None,None,NA,NA
NM_025946,2010100O12Rik,chr3,114896366,115117260,+,None,None,NA,NA
NM_026333,2010106E10Rik,chrX,136303280,136410638,+,None,None,NA,NA
NM_023220,2010106G01Rik,chr3,103864454,103867062,-,None,None,85.02348569,184.8569753
NM_027360,2010107E04Rik,chr17,56889307,56913471,-,None,None,5104.581292,5407.404691
NM_027251,2010107G23Rik,chr1,135191332,135202596,+,ES,None,405.8833894,15.81062332
NM_025929,2010109I03Rik,chr19,29763937,29774303,+,None,None,4.553995007,4.524724444
NM_026442,2010110K16Rik,chr9,99385150,99393695,+,None,None,5.983777533,9.908683453
NM_027363,2010110P09Rik,chr11,82844322,82856728,-,ES,None,5.355782038,5.309312124
NM_028079,2010111I01Rik,chr17,36759085,36760023,-,None,ES,55.25119474,12.28041932
NM_026198,2010200O16Rik,chr4,117430085,117632822,-,None,None,30.50748096,35.82566992
NM_001033165,2010203O07Rik,chr5,147580474,147586196,+,None,None,NA,NA
NM_001081137,2010204N08Rik,chr4,114498131,114540827,+,None,None,NA,NA
NM_028095,2010208K18Rik,chr7,140352173,140358638,-,None,None,412.8127658,643.8467006
NM_024251,2010301N04Rik,chr7,126643580,126652611,-,None,None,6.693181965,6.575226443
NM_027250,2010305A19Rik,chr5,120849639,120867730,+,None,None,574.6224409,263.1992116
NM_027249,2010305C02Rik,chr1,137635008,137649752,+,ES,None,NA,NA
NM_025591,2010309E21Rik,chr7,30023575,30027805,+,None,None,2106.202386,1380.214627
NM_172541,2010310D06Rik,chr6,29383162,29411898,+,None,None,335.0217817,207.833419
NM_133839,2010311D03Rik,chr3,97495623,97496584,-,None,None,1209.295085,1811.705804
NM_025917,2010315L10Rik,chr8,87063838,87066657,-,None,None,2997.819355,1993.825643
NM_026465,2010316F05Rik,chr1,195002717,195044601,+,ES,None,249.9148486,7.493597217
NM_001081085,2010317E24Rik,chr3,106949663,106950613,-,None,None,225.9271716,110.8164041
NM_001077631,2010321M09Rik,chr9,111283928,111333929,+,None,None,453.0744987,741.4850214
NM_183278,2200001I15Rik,chr10,82917252,82963861,-,ES,None,990.4702674,9.826706882
NM_026961,2200002J24Rik,chr7,140425474,140426405,+,None,None,4.362556497,4.317420533
NM_026955,2200002K05Rik,chr12,56317026,56336581,+,ES,None,6.161111395,6.103247415
NM_028201,2210009G21Rik,chr3,106101857,106115478,+,None,None,20.32885481,11.21748075
NM_001039533,2210010A19Rik,chr2,43570832,44209630,+,None,None,454.1200073,356.345207
NM_172919,2210010B09Rik,chr9,34874084,34925658,-,None,None,131.2350667,106.1972739
NM_023333,2210010C04Rik,chr7,104345671,104381646,-,None,None,14.7943276,11.15124343
NM_027308,2210010C17Rik,chr11,82881306,82886871,+,ES,None,9.890596203,5.721821313
NM_178081,2210010L05Rik,chr13,3802140,3803562,-,None,None,28.38929105,122.7223993
NM_027410,2210010N04Rik,chr6,122786129,122810963,+,None,None,40.20942828,70.02729581
NM_025617,2210012G02Rik,chr5,140915980,140954852,-,None,None,41.23874362,41.64081498
NM_023712,2210013K02Rik,chr7,140518608,140519566,+,None,None,NA,NA
NM_028211,2210016L21Rik,chr6,128328612,128341505,+,None,None,329.2773717,290.1947924
NM_001013012,2210018M03Rik,chr7,140555572,140556509,+,None,None,NA,NA
NM_172280,2210018M11Rik,chr7,102350682,102351689,-,None,None,529.2060898,795.3874343
NM_183259,2210020M01Rik,chr15,101673459,101678820,-,None,None,4.672633548,4.648705905
NM_197998,2210021J22Rik,chr19,41997017,42034447,-,None,None,263.630532,146.9147477
NM_197999,2210023G05Rik,chr8,70419746,70421090,+,None,None,6.26889534,6.140737652
NM_001033529,2210038L17Rik,chr2,9998464,10010553,+,None,None,NA,NA
NM_145216,2210403B10Rik,chr1,154981139,155095004,-,ES,None,NA,NA
NM_001099917,2210404O07Rik,chr1,177717472,177745968,+,ES,None,NA,NA
NM_144544,2210407C18Rik,chr15,101856258,101860055,+,None,None,7.351436653,7.339287383
NM_001081353,2210408I21Rik,chr17,36804858,36806019,-,None,None,6.201649442,6.1626816
NM_029384,2210411K11Rik,chr11,83007524,83031348,+,ES,ES,48.53691717,3.337860511
NM_133722,2210412D01Rik,chr7,102357935,102358939,-,None,None,340.8042013,443.7316637
NM_001083884,2210415F13Rik,chr15,101638722,101646203,-,None,None,4.210569993,4.192715859
NM_025620,2210417D09Rik,chr7,126882583,126885197,+,None,None,6.062603922,6.269490392
NM_175391,2210421G13Rik,chr19,12527823,12532330,+,None,None,NA,NA
NM_001081156,2300002D11Rik,chr11,41753617,41843742,-,ES,None,5.317672683,5.260976518
NM_175148,2300002M23Rik,chr10,126928421,126937508,-,ES,None,NA,NA
NM_027111,2300002O18Rik,chr13,55632626,55642038,+,None,None,4.722435079,4.693084583
NM_001081961,2300005B03Rik,chr19,34988354,35041728,+,None,None,NA,NA
NM_027087,2300006N05Rik,chr15,101353060,101360801,-,None,None,NA,NA
NM_175106,2300008B03Rik,chr13,46513118,46661250,+,None,None,NA,NA
NM_027977,2310001A20Rik,chr3,61090723,61096908,+,None,None,87.61391208,376.6530527
NM_001018079,2310002A05Rik,chr4,125606301,125643183,+,None,None,3.539421106,3.50685887
NM_181649,2310002B06Rik,chr2,69623311,69637487,+,None,None,8.161405856,7.080209733
NM_027105,2310002B14Rik,chr2,20765672,20861173,-,None,None,3.550405159,3.535585471
NM_026415,2310002J15Rik,chr11,103024216,103034522,-,ES,None,4.751695945,4.675244244
NM_027104,2310002L09Rik,chr5,137872819,137875502,-,None,None,10.79213768,10.2935638
NM_029607,2310003C23Rik,chr3,59304202,59350752,-,None,None,531.4210515,409.1360135
NM_026318,2310003F16Rik,chr3,59295834,59298811,-,None,None,31.63077791,53.67736591
NM_027980,2310003H01Rik,chr15,101343721,101832071,-,None,None,42.20278713,28.30078274
NM_027093,2310003L22Rik,chr3,59202555,59218553,-,None,None,NA,NA
NM_025510,2310004I24Rik,chr15,101369257,101378701,-,None,None,NA,NA
NM_025504,2310004L02Rik,chr7,102367644,102368594,-,None,None,376.289725,61.48348691
NM_172398,2310005E10Rik,chr7,44870991,44884291,-,None,None,132.600834,309.2866848
NM_183281,2310005G13Rik,chr2,52219959,52246883,-,None,None,6.287498208,6.123092241
NM_027310,2310005N01Rik,chr11,33450780,33478957,-,ES,None,NA,NA
NM_025511,2310005N03Rik,chr13,100998640,101000934,-,None,None,576.5891935,1716.931271
NM_026189,2310005P05Rik,chr9,7184565,7207031,+,None,None,4.692713806,6.421211909
NM_025506,2310007A19Rik,chr4,133740486,133745915,+,None,None,5.585188681,5.600313843
NM_172411,2310007B03Rik,chr13,75160287,75273923,-,None,None,4.91715076,4.889314282
NM_027975,2310007D09Rik,chr3,9674970,9816162,-,None,None,229.6266567,124.9294607
NM_025501,2310007F04Rik,chr4,43048791,43052484,-,None,None,NA,NA
NM_025857,2310007F21Rik,chr9,6265027,6266547,-,None,None,197.8168835,101.5906629
NM_029609,2310007H09Rik,chr7,102408569,102409508,+,None,None,52.31677746,161.0226483
NM_146068,2310008H04Rik,chr2,14973115,14996945,+,None,None,267.8558759,122.4880861
NM_023197,2310008H09Rik,chr7,102428106,102429056,+,None,None,NA,NA
NM_025509,2310008M10Rik,chr4,132126139,132156534,-,None,None,2875.018901,4872.285291
NM_001081226,2310009B15Rik,chr13,55794200,55818620,+,None,None,45.49146983,314.9964968
NM_029347,2310009E04Rik,chr5,114033810,114039281,+,None,None,78.23540837,5.685293751
NM_027990,2310010M24Rik,chr11,69632760,69634635,-,ES,None,4.994677329,4.875548347
NM_027128,2310011G06Rik,chr6,98895553,99128481,-,None,None,NA,NA
NM_025521,2310011J03Rik,chr14,74631091,74745020,-,None,None,199.7278259,340.1507304
NM_001082975,2310014G06Rik,chr10,21066715,21085994,+,ES,None,101.9691799,5.774462565
