"DHMS regions identified for K27, K4, and K36",,,,,
,,,,,
"K27, ESC enriched","K27, NPC enriched","K4, ESC enriched","K4, NPC enriched","K36, ESC enriched","K36, NPC enriched"
chr2:24341000-24348000,chr3:7732000-7734000,chr1:75430000-75433000,chr1:170128000-170129000,chr3:104912000-104916000,chr2:124335000-124361000
chr2:24427000-24432000,chr3:8489000-8499000,chr1:75436000-75437000,chr1:170264000-170268000,chr3:116857000-116868000,chr2:124997000-125001000
chr2:24478000-24484000,chr3:13461000-13477000,chr1:75439000-75441000,chr1:170888000-170889000,chr3:116870000-116900000,chr2:125033000-125045000
chr2:24500000-24505000,chr3:13646000-13650000,chr1:75443000-75444000,chr1:178608000-178610000,chr3:135289000-135314000,chr2:125048000-125062000
chr2:24582000-24588000,chr3:17514000-17523000,chr1:75479000-75480000,chr1:178636000-178640000,chr3:135439000-135443000,chr2:127149000-127153000
chr2:24877000-24885000,chr3:17792000-17796000,chr1:77395000-77397000,chr1:178647000-178649000,chr3:135466000-135484000,chr2:127191000-127195000
chr2:24989000-24990000,chr3:17805000-17816000,chr1:78079000-78082000,chr1:178986000-178989000,chr3:135486000-135511000,chr2:127199000-127211000
chr2:24998000-25001000,chr3:18896000-18908000,chr1:78084000-78085000,chr1:179010000-179016000,chr3:137885000-137887000,chr2:128478000-128481000
chr2:25246000-25248000,chr3:30022000-30027000,chr1:78193000-78195000,chr1:179035000-179036000,chr3:137895000-137907000,chr2:128492000-128496000
chr2:25268000-25270000,chr3:67028000-67032000,chr1:78394000-78396000,chr1:179084000-179087000,chr3:157830000-157857000,chr2:129288000-129303000
chr2:25398000-25402000,chr3:68154000-68166000,chr1:79550000-79553000,chr1:179203000-179204000,chr4:10918000-10920000,chr2:129306000-129326000
chr2:25432000-25442000,chr3:77027000-77032000,chr1:82466000-82467000,chr1:179247000-179249000,chr4:10925000-10931000,chr2:130200000-130209000
chr2:25684000-25689000,chr3:77035000-77037000,chr1:82916000-82918000,chr1:179281000-179284000,chr4:11085000-11097000,chr2:130431000-130436000
chr2:25699000-25702000,chr3:83569000-83580000,chr1:84723000-84731000,chr1:179331000-179333000,chr4:11259000-11312000,chr2:130463000-130469000
chr2:25913000-25916000,chr3:83591000-83603000,chr1:84740000-84743000,chr1:181798000-181802000,chr4:40400000-40407000,chr2:145557000-145579000
chr2:25943000-25945000,chr3:96410000-96412000,chr1:84745000-84753000,chr1:185768000-185769000,chr4:41283000-41284000,chr2:146865000-146874000
chr2:26138000-26142000,chr3:106137000-106154000,chr1:84769000-84772000,chr1:186431000-186432000,chr4:41946000-41948000,chr2:146920000-146929000
chr2:27498000-27501000,chr3:106256000-106262000,chr1:87849000-87850000,chr1:190063000-190065000,chr4:43537000-43541000,chr2:160462000-160473000
chr2:28268000-28275000,chr3:106274000-106277000,chr1:88126000-88127000,chr1:193094000-193096000,chr4:45824000-45827000,chr2:160493000-160498000
chr2:28729000-28742000,chr3:106289000-106294000,chr1:88133000-88143000,chr1:195070000-195071000,chr4:46646000-46653000,chr2:160552000-160563000
chr2:29016000-29019000,chr3:106331000-106333000,chr1:88144000-88146000,chr1:195719000-195721000,chr4:46658000-46668000,chr2:170039000-170051000
chr2:29070000-29082000,chr3:106335000-106345000,chr1:88212000-88213000,chr1:195979000-195983000,chr4:48612000-48614000,chr2:170054000-170059000
chr2:29665000-29672000,chr3:106348000-106351000,chr1:88256000-88257000,chr1:196225000-196226000,chr4:48629000-48691000,chr2:170062000-170080000
chr2:30333000-30337000,chr3:106354000-106358000,chr1:88258000-88260000,chr1:196322000-196324000,chr4:53859000-53867000,chr2:170089000-170096000
chr2:30427000-30431000,chr3:106411000-106413000,chr1:88298000-88299000,chr1:196329000-196331000,chr4:56922000-56933000,chr2:179387000-179400000
chr2:30437000-30440000,chr3:106585000-106593000,chr1:88302000-88305000,chr1:196442000-196444000,chr4:57288000-57363000,chr2:179496000-179510000
chr2:30497000-30501000,chr3:106951000-106955000,chr1:88323000-88327000,chr1:196657000-196658000,chr4:57376000-57383000,chr2:179714000-179721000
chr2:30547000-30549000,chr3:107072000-107076000,chr1:88329000-88330000,chr1:196830000-196831000,chr4:57916000-57921000,chr2:179761000-179766000
chr2:30592000-30594000,chr3:114688000-114691000,chr1:88333000-88337000,chr2:4478000-4480000,chr4:61938000-61956000,chr2:179777000-179785000
chr2:30622000-30625000,chr3:118435000-118439000,chr1:88930000-88931000,chr2:6583000-6585000,chr4:61969000-61978000,chr2:179802000-179826000
chr2:31064000-31071000,chr3:134330000-134332000,chr1:88958000-88960000,chr2:7228000-7229000,chr4:73734000-73740000,chr3:9392000-9397000
chr2:31644000-31645000,chr3:148189000-148192000,chr1:88984000-88987000,chr2:7440000-7441000,chr4:82696000-82720000,chr3:9407000-9408000
chr2:31700000-31706000,chr4:3767000-3771000,chr1:89014000-89018000,chr2:10930000-10931000,chr4:82730000-82751000,chr3:20157000-20185000
chr2:31709000-31711000,chr4:3786000-3791000,chr1:89037000-89039000,chr2:12802000-12803000,chr4:82753000-82755000,chr3:28218000-28254000
chr2:31746000-31748000,chr4:3818000-3869000,chr1:89141000-89142000,chr2:13493000-13496000,chr4:84850000-84852000,chr3:28262000-28307000
chr2:31759000-31761000,chr4:9248000-9250000,chr1:89143000-89145000,chr2:13993000-13994000,chr4:84859000-84861000,chr3:28312000-28326000
chr2:31772000-31774000,chr4:11313000-11316000,chr1:89306000-89307000,chr2:14259000-14260000,chr4:86405000-86407000,chr3:28459000-28467000
chr2:31910000-31911000,chr4:13061000-13063000,chr1:89505000-89510000,chr2:14524000-14529000,chr4:95489000-95498000,chr3:28474000-28488000
chr2:33365000-33369000,chr4:13524000-13543000,chr1:90036000-90037000,chr2:14557000-14560000,chr4:95504000-95519000,chr3:28496000-28502000
chr2:33382000-33473000,chr4:13775000-13777000,chr1:90437000-90440000,chr2:16770000-16771000,chr4:98222000-98237000,chr3:28507000-28567000
chr2:33788000-33790000,chr4:15827000-15833000,chr1:90581000-90583000,chr2:17976000-17978000,chr4:101098000-101102000,chr3:28617000-28629000
chr2:34393000-34395000,chr4:17113000-17116000,chr1:90846000-90848000,chr2:18596000-18598000,chr4:101117000-101128000,chr3:28653000-28663000
chr2:35076000-35080000,chr4:17565000-17570000,chr1:90927000-90928000,chr2:19621000-19622000,chr4:107671000-107680000,chr3:28685000-28690000
chr2:35103000-35105000,chr4:21618000-21634000,chr1:90933000-90936000,chr2:20883000-20884000,chr4:107684000-107704000,chr3:28693000-28705000
chr2:35373000-35382000,chr4:27014000-27022000,chr1:90962000-90966000,chr2:20954000-20957000,chr4:107706000-107708000,chr3:28716000-28725000
chr2:35403000-35414000,chr4:28923000-28925000,chr1:91412000-91413000,chr2:21212000-21214000,chr4:116313000-116318000,chr3:28728000-28759000
chr2:35575000-35582000,chr4:39557000-39561000,chr1:91753000-91764000,chr2:22817000-22818000,chr4:116598000-116618000,chr3:28762000-28778000
chr2:35590000-35594000,chr4:41061000-41062000,chr1:91767000-91768000,chr2:26153000-26154000,chr4:117712000-117737000,chr3:28781000-28850000
chr2:35702000-35703000,chr4:50272000-50283000,chr1:91770000-91774000,chr2:32251000-32253000,chr4:117745000-117757000,chr3:28853000-28869000
chr2:35716000-35722000,chr4:51307000-51308000,chr1:91799000-91801000,chr2:32259000-32262000,chr4:118554000-118556000,chr3:39158000-39183000
chr2:35800000-35802000,chr4:51442000-51447000,chr1:91823000-91825000,chr2:32265000-32268000,chr4:118608000-118635000,chr3:39192000-39205000
chr2:35833000-35836000,chr4:52800000-52804000,chr1:91955000-91956000,chr2:32269000-32272000,chr4:124623000-124629000,chr3:40849000-40853000
chr2:35923000-35925000,chr4:52815000-52822000,chr1:91984000-91985000,chr2:34079000-34081000,chr4:125162000-125165000,chr3:40863000-40870000
chr2:36017000-36035000,chr4:52826000-52833000,chr1:92033000-92035000,chr2:34186000-34188000,chr4:126825000-126831000,chr3:45480000-45497000
chr2:37587000-37593000,chr4:52846000-52854000,chr1:92255000-92256000,chr2:37836000-37837000,chr4:126853000-126859000,chr3:45501000-45512000
chr2:37598000-37601000,chr4:52862000-52864000,chr1:92975000-92976000,chr2:38018000-38019000,chr4:128722000-128724000,chr3:49839000-49852000
chr2:37605000-37631000,chr4:52869000-52880000,chr1:93175000-93177000,chr2:38605000-38607000,chr4:128725000-128729000,chr3:53349000-53350000
chr2:38157000-38163000,chr4:52896000-52899000,chr1:93196000-93198000,chr2:38645000-38649000,chr4:128859000-128873000,chr3:55552000-55563000
chr2:38168000-38202000,chr4:62454000-62458000,chr1:94178000-94180000,chr2:38888000-38889000,chr4:128930000-128935000,chr3:55568000-55612000
chr2:38480000-38481000,chr4:63625000-63629000,chr1:94678000-94680000,chr2:41292000-41294000,chr4:129813000-129817000,chr3:55614000-55625000
chr2:38514000-38538000,chr4:64034000-64036000,chr1:94733000-94734000,chr2:41828000-41829000,chr4:130197000-130208000,chr3:55871000-55873000
chr2:42474000-42476000,chr4:64120000-64128000,chr1:94737000-94739000,chr2:43664000-43667000,chr4:132016000-132020000,chr3:56044000-56047000
chr2:44355000-44361000,chr4:64131000-64137000,chr1:94749000-94751000,chr2:43890000-43892000,chr4:133122000-133157000,chr3:56070000-56081000
chr2:44378000-44383000,chr4:64143000-64147000,chr1:95007000-95008000,chr2:44244000-44246000,chr4:133229000-133234000,chr3:56099000-56104000
chr2:44810000-44812000,chr4:64328000-64331000,chr1:95021000-95022000,chr2:45404000-45405000,chr4:133275000-133290000,chr3:61461000-61466000
chr2:44927000-44939000,chr4:64335000-64339000,chr1:95231000-95233000,chr2:46347000-46349000,chr4:133355000-133366000,chr3:62436000-62442000
chr2:49607000-49612000,chr4:66482000-66486000,chr1:95438000-95439000,chr2:46487000-46489000,chr4:134016000-134029000,chr3:62466000-62489000
chr2:50086000-50087000,chr4:66630000-66635000,chr1:95498000-95501000,chr2:48773000-48774000,chr4:134182000-134186000,chr3:62511000-62542000
chr2:51755000-51758000,chr4:66868000-66873000,chr1:95516000-95518000,chr2:50967000-50968000,chr4:134744000-134749000,chr3:75959000-75970000
chr2:51794000-51796000,chr4:67014000-67016000,chr1:95655000-95658000,chr2:51432000-51433000,chr4:134757000-134766000,chr3:75976000-75996000
chr2:52188000-52190000,chr4:67074000-67076000,chr1:98702000-98703000,chr2:51860000-51861000,chr4:134813000-134834000,chr3:86880000-86884000
chr2:52496000-52499000,chr4:71244000-71258000,chr1:106821000-106822000,chr2:52681000-52683000,chr4:135523000-135536000,chr3:88059000-88085000
chr2:53900000-53901000,chr4:71873000-71881000,chr1:107608000-107609000,chr2:57974000-57976000,chr4:135545000-135553000,chr3:88302000-88317000
chr2:55250000-55254000,chr4:77107000-77117000,chr1:107672000-107673000,chr2:57987000-57992000,chr4:136749000-136775000,chr3:94506000-94521000
chr2:56915000-56933000,chr4:77119000-77122000,chr1:111810000-111811000,chr2:59922000-59925000,chr4:136777000-136842000,chr3:99442000-99451000
chr2:58172000-58175000,chr4:77251000-77252000,chr1:114244000-114245000,chr2:61334000-61336000,chr4:136873000-136899000,chr3:99456000-99464000
chr2:60083000-60086000,chr4:77279000-77282000,chr1:115791000-115792000,chr2:61377000-61378000,chr4:137014000-137034000,chr3:99468000-99477000
chr2:61456000-61459000,chr4:77287000-77293000,chr1:120287000-120288000,chr2:63254000-63257000,chr4:137040000-137068000,chr3:104174000-104181000
chr2:61604000-61617000,chr4:79633000-79638000,chr1:120455000-120459000,chr2:63843000-63845000,chr4:140307000-140309000,chr3:105584000-105645000
chr2:62212000-62214000,chr4:79795000-79802000,chr1:120469000-120480000,chr2:63894000-63898000,chr4:140576000-140603000,chr3:105649000-105654000
chr2:64821000-64824000,chr4:80152000-80155000,chr1:120664000-120666000,chr2:65302000-65303000,chr4:140850000-140869000,chr3:105656000-105714000
chr2:65037000-65041000,chr4:80209000-80211000,chr1:120875000-120877000,chr2:65593000-65594000,chr4:141303000-141322000,chr3:105717000-105722000
chr2:68264000-68274000,chr4:84012000-84016000,chr1:120878000-120881000,chr2:65724000-65725000,chr4:141412000-141436000,chr3:105726000-105742000
chr2:70272000-70279000,chr4:84104000-84108000,chr1:120892000-120893000,chr2:65741000-65742000,chr4:141440000-141470000,chr3:105748000-105764000
chr2:70291000-70292000,chr4:84140000-84143000,chr1:120902000-120906000,chr2:66397000-66398000,chr4:141475000-141487000,chr3:105772000-105782000
chr2:70364000-70375000,chr4:88403000-88409000,chr1:120911000-120914000,chr2:67368000-67369000,chr4:141491000-141510000,chr3:105785000-105803000
chr2:70917000-70922000,chr4:91716000-91722000,chr1:120971000-120976000,chr2:67425000-67427000,chr4:142536000-142542000,chr3:105834000-105849000
chr2:71324000-71354000,chr4:92743000-92749000,chr1:121127000-121134000,chr2:70244000-70245000,chr4:142545000-142550000,chr3:107875000-107881000
chr2:71780000-71783000,chr4:103570000-103573000,chr1:121176000-121177000,chr2:71032000-71034000,chr4:142559000-142563000,chr3:109092000-109133000
chr2:72030000-72036000,chr4:133287000-133295000,chr1:121270000-121272000,chr2:71854000-71859000,chr4:142569000-142576000,chr3:109138000-109149000
chr2:72300000-72302000,chr4:138120000-138138000,chr1:121325000-121327000,chr2:72778000-72779000,chr4:143658000-143663000,chr3:109152000-109155000
chr2:73064000-73083000,chr4:147654000-147663000,chr1:121835000-121836000,chr2:73456000-73457000,chr4:144481000-144493000,chr3:109288000-109299000
chr2:73328000-73329000,chr4:147669000-147673000,chr1:121900000-121903000,chr2:78671000-78677000,chr4:146924000-146928000,chr3:109471000-109501000
chr2:73396000-73398000,chr4:147684000-147741000,chr1:121907000-121908000,chr2:78728000-78729000,chr4:147780000-147784000,chr3:109505000-109518000
chr2:74475000-74477000,chr4:154203000-154207000,chr1:121911000-121915000,chr2:78848000-78850000,chr4:148498000-148503000,chr3:109533000-109541000
chr2:74496000-74507000,chr5:6122000-6124000,chr1:122168000-122171000,chr2:78860000-78861000,chr4:148895000-148915000,chr3:109549000-109571000
chr2:74514000-74520000,chr5:40561000-40562000,chr1:122442000-122443000,chr2:78922000-78923000,chr4:153123000-153135000,chr3:109579000-109586000
chr2:74521000-74557000,chr5:41319000-41333000,chr1:123253000-123254000,chr2:78948000-78952000,chr4:154134000-154138000,chr3:109614000-109619000
chr2:76138000-76141000,chr5:41410000-41415000,chr1:123355000-123356000,chr2:78991000-78994000,chr4:154193000-154200000,chr3:109625000-109741000
chr2:76206000-76208000,chr5:41448000-41451000,chr1:128320000-128321000,chr2:79015000-79016000,chr4:154897000-154903000,chr3:109751000-109772000
chr2:79056000-79058000,chr5:46203000-46209000,chr1:129504000-129508000,chr2:79930000-79931000,chr5:3366000-3375000,chr3:109774000-109797000
chr2:79256000-79262000,chr5:46218000-46222000,chr1:130421000-130422000,chr2:80115000-80116000,chr5:3397000-3406000,chr3:109799000-109820000
chr2:80246000-80249000,chr5:46377000-46380000,chr1:131100000-131102000,chr2:83987000-83989000,chr5:3476000-3479000,chr3:116912000-116940000
chr2:83613000-83614000,chr5:46410000-46414000,chr1:132289000-132291000,chr2:84097000-84099000,chr5:14035000-14039000,chr3:126912000-127072000
chr2:84635000-84643000,chr5:46721000-46726000,chr1:132705000-132706000,chr2:84219000-84220000,chr5:14242000-14255000,chr3:127080000-127118000
chr2:84667000-84690000,chr5:48298000-48302000,chr1:132964000-132965000,chr2:84223000-84228000,chr5:24223000-24236000,chr3:136814000-136838000
chr2:84736000-84739000,chr5:48320000-48327000,chr1:132975000-132977000,chr2:84833000-84834000,chr5:28529000-28539000,chr3:136844000-136875000
chr2:90378000-90381000,chr5:48379000-48383000,chr1:133027000-133028000,chr2:91988000-91991000,chr5:31337000-31351000,chr3:158010000-158013000
chr2:90684000-90693000,chr5:48465000-48468000,chr1:133072000-133074000,chr2:93923000-93928000,chr5:33078000-33083000,chr3:158057000-158060000
chr2:90879000-90889000,chr5:48484000-48486000,chr1:133097000-133098000,chr2:94065000-94066000,chr5:33091000-33101000,chr3:159779000-159786000
chr2:90897000-90899000,chr5:48539000-48542000,chr1:133426000-133427000,chr2:94198000-94199000,chr5:33812000-33847000,chr3:159809000-159824000
chr2:90932000-90935000,chr5:49303000-49307000,chr1:133624000-133626000,chr2:97269000-97273000,chr5:34877000-34880000,chr3:159834000-159838000
chr2:90991000-90995000,chr5:50197000-50214000,chr1:133695000-133696000,chr2:97276000-97281000,chr5:37381000-37387000,chr3:159842000-159865000
chr2:91055000-91060000,chr5:50668000-50672000,chr1:133719000-133721000,chr2:98465000-98466000,chr5:37406000-37412000,chr3:159868000-159872000
chr2:91259000-91261000,chr5:50767000-50778000,chr1:133790000-133792000,chr2:102700000-102702000,chr5:37539000-37544000,chr4:3705000-3708000
chr2:91721000-91730000,chr5:50875000-50878000,chr1:133805000-133806000,chr2:102734000-102735000,chr5:37553000-37581000,chr4:3709000-3717000
chr2:91775000-91778000,chr5:50975000-50979000,chr1:133965000-133968000,chr2:103369000-103371000,chr5:37596000-37623000,chr4:22573000-22575000
chr2:91854000-91857000,chr5:50989000-50999000,chr1:133981000-133982000,chr2:103383000-103385000,chr5:37630000-37648000,chr4:46013000-46038000
chr2:91859000-91861000,chr5:54695000-54701000,chr1:133986000-133988000,chr2:105478000-105479000,chr5:37652000-37684000,chr4:46041000-46048000
chr2:92259000-92262000,chr5:54712000-54718000,chr1:134017000-134027000,chr2:105885000-105887000,chr5:37709000-37716000,chr4:49552000-49555000
chr2:92413000-92416000,chr5:54930000-54932000,chr1:134091000-134095000,chr2:106031000-106032000,chr5:53558000-53569000,chr4:63443000-63532000
chr2:92775000-92778000,chr5:58747000-58752000,chr1:134096000-134097000,chr2:106516000-106518000,chr5:53847000-53866000,chr4:69914000-69922000
chr2:93260000-93263000,chr5:68549000-68556000,chr1:134110000-134112000,chr2:106519000-106520000,chr5:53892000-53900000,chr4:69939000-69943000
chr2:93439000-93451000,chr5:68625000-68630000,chr1:134158000-134160000,chr2:108487000-108488000,chr5:64673000-64683000,chr4:75513000-75523000
